timestamp,health,osds,active,disk_usage(TiB),scrubbing,mons,runningtime,active_clean,date,time,date_time,rd_bw(KiB/s),wr_bw(KiB/s),rd_ops(op/s),wr_ops(op/s)
20241020-1200,HEALTH_WARN,"112 osds: 112 up (since 7M), 112 in (since 10M)",1 portal active (1 hosts),166,9,3,8,664,20-10-2024,12:00:00,20-10-2024 12:00,302,2.8,335,308
20241020-1800,HEALTH_WARN,"112 osds: 112 up (since 7M), 112 in (since 10M)",1 portal active (1 hosts),166,5,3,8,668,20-10-2024,18:00:00,20-10-2024 18:00,352,3.8,303,408
20241021-0000,HEALTH_WARN,"112 osds: 112 up (since 7M), 112 in (since 10M)",1 portal active (1 hosts),166,4,3,8,669,21-10-2024,00:00:00,21-10-2024 00:00,346,8.2,376,502
20241021-0600,HEALTH_WARN,"112 osds: 112 up (since 7M), 112 in (since 10M)",1 portal active (1 hosts),166,5,3,8,668,21-10-2024,06:00:00,21-10-2024 06:00,252,3.8,269,348
20241021-1200,HEALTH_WARN,"112 osds: 112 up (since 7M), 112 in (since 10M)",1 portal active (1 hosts),166,9,3,8,664,21-10-2024,12:00:00,21-10-2024 12:00,120,16,111,340
20241021-1800,HEALTH_WARN,"112 osds: 112 up (since 7M), 112 in (since 10M)",1 portal active (1 hosts),166,6,3,8,667,21-10-2024,18:00:00,21-10-2024 18:00,719,7.6,39,637
20241022-0000,HEALTH_WARN,"112 osds: 112 up (since 7M), 112 in (since 10M)",1 portal active (1 hosts),166,6,3,8,667,22-10-2024,00:00:00,22-10-2024 00:00,9.2,3.1,33,470
20241022-0600,HEALTH_WARN,"112 osds: 112 up (since 7M), 112 in (since 10M)",1 portal active (1 hosts),166,7,3,8,666,22-10-2024,06:00:00,22-10-2024 06:00,35,9.1,12,506
20241022-1200,HEALTH_WARN,"112 osds: 112 up (since 7M), 112 in (since 10M)",1 portal active (1 hosts),166,1,3,8,672,22-10-2024,12:00:00,22-10-2024 12:00,252,4.7,34,451
20241022-1800,HEALTH_WARN,"112 osds: 112 up (since 7M), 112 in (since 10M)",1 portal active (1 hosts),166,13,3,8,660,22-10-2024,18:00:00,22-10-2024 18:00,40,3.1,11,63
20241023-0000,HEALTH_WARN,"112 osds: 112 up (since 7M), 112 in (since 10M)",1 portal active (1 hosts),166,8,3,8,665,23-10-2024,00:00:00,23-10-2024 00:00,244,649,11,49
20241023-0600,HEALTH_WARN,"112 osds: 112 up (since 7M), 112 in (since 10M)",1 portal active (1 hosts),166,6,3,8,667,23-10-2024,06:00:00,23-10-2024 06:00,10,42,95,56
20241023-1200,HEALTH_WARN,"112 osds: 112 up (since 7M), 112 in (since 10M)",1 portal active (1 hosts),166,6,3,8,667,23-10-2024,12:00:00,23-10-2024 12:00,1.4,45,26,93
20241023-1800,HEALTH_WARN,"112 osds: 112 up (since 7M), 112 in (since 10M)",1 portal active (1 hosts),166,2,3,8,671,23-10-2024,18:00:00,23-10-2024 18:00,623,18,15,131
20241024-0000,HEALTH_WARN,"112 osds: 112 up (since 7M), 112 in (since 10M)",1 portal active (1 hosts),166,5,3,8,668,24-10-2024,00:00:00,24-10-2024 00:00,1.1,54,65,72
20241024-0600,HEALTH_WARN,"112 osds: 112 up (since 7M), 112 in (since 10M)",1 portal active (1 hosts),166,6,3,8,667,24-10-2024,06:00:00,24-10-2024 06:00,150,841,12,47
20241024-1200,HEALTH_WARN,"112 osds: 112 up (since 7M), 112 in (since 10M)",1 portal active (1 hosts),166,4,3,8,669,24-10-2024,12:00:00,24-10-2024 12:00,14,4.1,11,77
20241024-1800,HEALTH_WARN,"112 osds: 112 up (since 7M), 112 in (since 10M)",1 portal active (1 hosts),166,3,3,8,670,24-10-2024,18:00:00,24-10-2024 18:00,226,11,14,490
20241025-0000,HEALTH_WARN,"112 osds: 112 up (since 7M), 112 in (since 10M)",1 portal active (1 hosts),166,5,3,8,668,25-10-2024,00:00:00,25-10-2024 00:00,25,4.8,18,405
20241025-0600,HEALTH_WARN,"112 osds: 112 up (since 7M), 112 in (since 10M)",1 portal active (1 hosts),166,10,3,8,663,25-10-2024,06:00:00,25-10-2024 06:00,653,46,30,454
20241025-1200,HEALTH_WARN,"112 osds: 112 up (since 7M), 112 in (since 10M)",1 portal active (1 hosts),166,6,3,8,667,25-10-2024,12:00:00,25-10-2024 12:00,728,33,63,181
20241025-1800,HEALTH_WARN,"112 osds: 112 up (since 7M), 112 in (since 10M)",1 portal active (1 hosts),166,12,3,8,661,25-10-2024,18:00:00,25-10-2024 18:00,371,2,77,62
20241026-0000,HEALTH_WARN,"112 osds: 112 up (since 7M), 112 in (since 10M)",1 portal active (1 hosts),166,4,3,8,669,26-10-2024,00:00:00,26-10-2024 00:00,20,1.1,14,35
20241026-0600,HEALTH_WARN,"112 osds: 112 up (since 7M), 112 in (since 10M)",1 portal active (1 hosts),166,2,3,8,671,26-10-2024,06:00:00,26-10-2024 06:00,12,42,14,71
20241026-1200,HEALTH_WARN,"112 osds: 112 up (since 7M), 112 in (since 10M)",1 portal active (1 hosts),166,6,3,8,667,26-10-2024,12:00:00,26-10-2024 12:00,746,5.7,117,91
20241026-1800,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),166,5,3,8,668,26-10-2024,18:00:00,26-10-2024 18:00,210,644,203,49
20241027-0000,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),166,8,3,8,665,27-10-2024,00:00:00,27-10-2024 00:00,1,45,249,76
20241027-0600,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),166,4,3,8,669,27-10-2024,06:00:00,27-10-2024 06:00,332,44,323,63
20241027-1200,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),166,2,3,8,671,27-10-2024,12:00:00,27-10-2024 12:00,855,864,17,43
20241027-1800,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),166,3,3,8,670,27-10-2024,18:00:00,27-10-2024 18:00,151,946,169,50
20241028-0000,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),166,6,3,8,667,28-10-2024,00:00:00,28-10-2024 00:00,357,536,397,42
20241028-0600,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),166,9,3,8,664,28-10-2024,06:00:00,28-10-2024 06:00,469,550,374,50
20241028-1200,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),166,7,3,8,666,28-10-2024,12:00:00,28-10-2024 12:00,1.9,50,455,91
20241028-1800,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),166,6,3,8,667,28-10-2024,18:00:00,28-10-2024 18:00,866,1.6,414,49
20241029-0000,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),166,9,3,8,664,29-10-2024,00:00:00,29-10-2024 00:00,449,1.1,507,45
20241029-0600,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),166,8,3,8,665,29-10-2024,06:00:00,29-10-2024 06:00,717,37,474,50
20241029-1200,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),166,9,3,8,664,29-10-2024,12:00:00,29-10-2024 12:00,10,42,546,112
20241029-1800,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),166,8,3,8,665,29-10-2024,18:00:00,29-10-2024 18:00,402,7.8,462,366
20241030-0000,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),166,4,3,8,669,30-10-2024,00:00:00,30-10-2024 00:00,597,3.1,475,460
20241030-0600,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),166,12,3,8,661,30-10-2024,06:00:00,30-10-2024 06:00,428,37,449,378
20241030-1200,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),166,7,3,8,666,30-10-2024,12:00:00,30-10-2024 12:00,2.5,15,481,380
20241030-1800,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),166,4,3,8,669,30-10-2024,18:00:00,30-10-2024 18:00,5.8,52,554,461
20241031-0000,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),166,11,3,8,662,31-10-2024,00:00:00,31-10-2024 00:00,400,4.7,456,421
20241031-0600,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),166,3,3,8,670,31-10-2024,06:00:00,31-10-2024 06:00,384,2.5,435,479
20241031-1200,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),166,11,3,8,662,31-10-2024,12:00:00,31-10-2024 12:00,536,3.6,325,322
20241031-1800,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),166,10,3,8,663,31-10-2024,18:00:00,31-10-2024 18:00,112,2,111,233
20241101-0000,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),166,14,3,8,659,01-11-2024,00:00:00,01-11-2024 00:00,31,8.1,29,262
20241101-0600,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),167,6,3,8,667,01-11-2024,06:00:00,01-11-2024 06:00,95,2.9,103,334
20241101-1200,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),167,4,3,8,669,01-11-2024,12:00:00,01-11-2024 12:00,137,10,103,78
20241101-1800,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),167,3,3,8,670,01-11-2024,18:00:00,01-11-2024 18:00,78,24,76,419
20241102-0000,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),167,8,3,8,665,02-11-2024,00:00:00,02-11-2024 00:00,62,3.9,6,368
20241102-0600,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),167,6,3,8,667,02-11-2024,06:00:00,02-11-2024 06:00,2.8,44,3,470
20241102-1200,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),167,5,3,8,668,02-11-2024,12:00:00,02-11-2024 12:00,185,3.1,11,320
20241102-1800,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),167,8,3,8,665,02-11-2024,18:00:00,02-11-2024 18:00,1.6,3.3,3,450
20241103-0000,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),167,15,3,8,658,03-11-2024,00:00:00,03-11-2024 00:00,428,3.6,24,328
20241103-0600,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),167,4,3,8,669,03-11-2024,06:00:00,03-11-2024 06:00,2.5,4.4,4,393
20241103-1200,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),167,7,3,8,666,03-11-2024,12:00:00,03-11-2024 12:00,1.7,3.7,3,450
20241103-1800,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),167,5,3,8,668,03-11-2024,18:00:00,03-11-2024 18:00,2.4,3.7,4,371
20241104-0000,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),167,9,3,8,664,04-11-2024,00:00:00,04-11-2024 00:00,1.9,3.3,3,326
20241104-0600,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),167,9,3,8,664,04-11-2024,06:00:00,04-11-2024 06:00,43,6.9,6,438
20241104-1200,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),167,7,3,8,666,04-11-2024,12:00:00,04-11-2024 12:00,2.5,5.3,4,338
20241104-1800,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),167,3,3,8,670,04-11-2024,18:00:00,04-11-2024 18:00,37,3.7,5,418
20241105-0000,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),167,3,3,8,670,05-11-2024,00:00:00,05-11-2024 00:00,2.5,3.6,4,416
20241105-0600,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),167,6,3,8,667,05-11-2024,06:00:00,05-11-2024 06:00,2.5,3,4,386
20241105-1200,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),167,9,3,8,664,05-11-2024,12:00:00,05-11-2024 12:00,9,15,4,158
20241105-1800,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),167,11,3,8,662,05-11-2024,18:00:00,05-11-2024 18:00,1.2,1.1,259,63
20241106-0000,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),167,3,3,8,670,06-11-2024,00:00:00,06-11-2024 00:00,18,1.2,21,59
20241106-0600,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),167,4,3,8,669,06-11-2024,06:00:00,06-11-2024 06:00,163,28,188,40
20241106-1200,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),167,4,3,8,669,06-11-2024,12:00:00,06-11-2024 12:00,179,831,183,65
20241106-1800,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),167,4,3,8,669,06-11-2024,18:00:00,06-11-2024 18:00,315,1.2,339,80
20241107-0000,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),167,5,3,8,668,07-11-2024,00:00:00,07-11-2024 00:00,386,613,389,40
20241107-0600,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),167,5,3,8,668,07-11-2024,06:00:00,07-11-2024 06:00,284,756,334,42
20241107-1200,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),167,6,3,8,667,07-11-2024,12:00:00,07-11-2024 12:00,27,4.7,255,69
20241107-1800,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),167,7,3,8,666,07-11-2024,18:00:00,07-11-2024 18:00,412,1.1,472,71
20241108-0000,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),167,5,3,8,668,08-11-2024,00:00:00,08-11-2024 00:00,667,2.9,493,147
20241108-0600,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),167,5,3,8,668,08-11-2024,06:00:00,08-11-2024 06:00,17,17,594,70
20241108-1200,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),167,2,3,8,671,08-11-2024,12:00:00,08-11-2024 12:00,411,1.5,473,86
20241108-1800,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),167,5,3,8,668,08-11-2024,18:00:00,08-11-2024 18:00,14,2.7,699,72
20241109-0000,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),167,9,3,8,664,09-11-2024,00:00:00,09-11-2024 00:00,773,1.4,491,87
20241109-0600,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),167,6,3,8,667,09-11-2024,06:00:00,09-11-2024 06:00,336,43,385,66
20241109-1200,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),167,10,3,8,663,09-11-2024,12:00:00,09-11-2024 12:00,413,584,472,41
20241109-1800,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),167,9,3,8,664,09-11-2024,18:00:00,09-11-2024 18:00,386,590,443,44
20241110-0000,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),167,5,3,8,668,10-11-2024,00:00:00,10-11-2024 00:00,226,1.3,257,84
20241110-0600,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),167,4,3,8,669,10-11-2024,06:00:00,10-11-2024 06:00,285,547,325,42
20241110-1200,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),167,5,3,8,668,10-11-2024,12:00:00,10-11-2024 12:00,342,1.2,381,70
20241110-1800,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),167,13,3,8,660,10-11-2024,18:00:00,10-11-2024 18:00,116,866,128,41
20241111-0000,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),167,3,3,8,670,11-11-2024,00:00:00,11-11-2024 00:00,241,627,217,80
20241111-0600,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),167,10,3,8,663,11-11-2024,06:00:00,11-11-2024 06:00,61,508,67,38
20241111-1200,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),167,2,3,8,671,11-11-2024,12:00:00,11-11-2024 12:00,604,2.2,41,75
20241111-1800,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),167,4,3,8,669,11-11-2024,18:00:00,11-11-2024 18:00,26,4.1,22,459
20241112-0000,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),167,2,3,8,671,12-11-2024,00:00:00,12-11-2024 00:00,185,2.2,20,359
20241112-0600,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),167,6,3,8,667,12-11-2024,06:00:00,12-11-2024 06:00,1.7,3.4,4,418
20241112-1200,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),167,13,3,8,660,12-11-2024,12:00:00,12-11-2024 12:00,6.8,15,8,451
20241112-1800,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),167,8,3,8,665,12-11-2024,18:00:00,12-11-2024 18:00,183,11,8,157
20241113-0000,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),167,16,3,8,657,13-11-2024,00:00:00,13-11-2024 00:00,4.9,996,4,55
20241113-0600,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),167,10,3,8,663,13-11-2024,06:00:00,13-11-2024 06:00,2.9,945,5,50
20241113-1200,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),167,6,3,8,667,13-11-2024,12:00:00,13-11-2024 12:00,2,1.4,4,66
20241113-1800,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),167,3,3,8,670,13-11-2024,18:00:00,13-11-2024 18:00,5.3,2.4,5,287
20241114-0000,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),167,1,3,8,672,14-11-2024,00:00:00,14-11-2024 00:00,7,4.1,4,505
20241114-0600,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),167,10,3,8,663,14-11-2024,06:00:00,14-11-2024 06:00,6.9,2.9,4,307
20241114-1200,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 10M)",1 portal active (1 hosts),167,4,3,8,669,14-11-2024,12:00:00,14-11-2024 12:00,3.2,14,5,446
20241114-1800,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 11M)",1 portal active (1 hosts),167,3,3,8,670,14-11-2024,18:00:00,14-11-2024 18:00,12,19,10,620
20241115-0000,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 11M)",1 portal active (1 hosts),167,8,3,8,665,15-11-2024,00:00:00,15-11-2024 00:00,16,3.4,6,386
20241115-0600,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 11M)",1 portal active (1 hosts),168,4,3,8,669,15-11-2024,06:00:00,15-11-2024 06:00,70,2.5,8,385
20241115-1200,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 11M)",1 portal active (1 hosts),168,12,3,8,661,15-11-2024,12:00:00,15-11-2024 12:00,1.9,3.1,4,305
20241115-1800,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 11M)",1 portal active (1 hosts),168,8,3,8,665,15-11-2024,18:00:00,15-11-2024 18:00,1.6,2.9,3,313
20241116-0000,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 11M)",1 portal active (1 hosts),168,6,3,8,667,16-11-2024,00:00:00,16-11-2024 00:00,4.5,3.2,6,469
20241116-0600,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 11M)",1 portal active (1 hosts),168,9,3,8,664,16-11-2024,06:00:00,16-11-2024 06:00,13,2.9,17,302
20241116-1200,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 11M)",1 portal active (1 hosts),168,16,3,8,657,16-11-2024,12:00:00,16-11-2024 12:00,11,4.1,14,390
20241116-1800,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 11M)",1 portal active (1 hosts),168,6,3,8,667,16-11-2024,18:00:00,16-11-2024 18:00,1.8,3.5,3,404
20241117-0000,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 11M)",1 portal active (1 hosts),168,8,3,8,665,17-11-2024,00:00:00,17-11-2024 00:00,8,3.5,9,326
20241117-0600,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 11M)",1 portal active (1 hosts),168,6,3,8,667,17-11-2024,06:00:00,17-11-2024 06:00,54,3.2,64,605
20241117-1200,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 11M)",1 portal active (1 hosts),168,10,3,8,663,17-11-2024,12:00:00,17-11-2024 12:00,58,2.7,67,359
20241117-1800,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 11M)",1 portal active (1 hosts),168,7,3,8,666,17-11-2024,18:00:00,17-11-2024 18:00,90,2.5,102,270
20241118-0000,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 11M)",1 portal active (1 hosts),168,3,3,8,670,18-11-2024,00:00:00,18-11-2024 00:00,162,3.1,187,368
20241118-0600,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 11M)",1 portal active (1 hosts),168,6,3,8,667,18-11-2024,06:00:00,18-11-2024 06:00,280,3.2,324,457
20241118-1200,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 11M)",1 portal active (1 hosts),168,9,3,8,664,18-11-2024,12:00:00,18-11-2024 12:00,317,16,332,323
20241118-1800,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 11M)",1 portal active (1 hosts),168,7,3,8,666,18-11-2024,18:00:00,18-11-2024 18:00,313,2.1,356,56
20241119-0000,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 11M)",1 portal active (1 hosts),168,6,3,8,667,19-11-2024,00:00:00,19-11-2024 00:00,2.8,1.1,4,69
20241119-0600,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 11M)",1 portal active (1 hosts),168,10,3,8,663,19-11-2024,06:00:00,19-11-2024 06:00,415,564,471,45
20241119-1200,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 11M)",1 portal active (1 hosts),168,3,3,9,670,19-11-2024,12:00:00,19-11-2024 12:00,476,8.2,474,566
20241119-1800,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 11M)",1 portal active (1 hosts),168,3,3,9,670,19-11-2024,18:00:00,19-11-2024 18:00,409,4,472,450
20241120-0000,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 11M)",1 portal active (1 hosts),168,4,3,9,669,20-11-2024,00:00:00,20-11-2024 00:00,580,2.8,476,508
20241120-0600,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 11M)",1 portal active (1 hosts),168,6,3,9,667,20-11-2024,06:00:00,20-11-2024 06:00,1.4,2.7,492,348
20241120-1200,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 11M)",1 portal active (1 hosts),168,13,3,9,660,20-11-2024,12:00:00,20-11-2024 12:00,410,16,462,206
20241120-1800,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 11M)",1 portal active (1 hosts),168,11,3,9,662,20-11-2024,18:00:00,20-11-2024 18:00,441,35,477,76
20241121-0000,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 11M)",1 portal active (1 hosts),168,13,3,9,660,21-11-2024,00:00:00,21-11-2024 00:00,281,101,314,162
20241121-0600,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 11M)",1 portal active (1 hosts),168,8,3,9,665,21-11-2024,06:00:00,21-11-2024 06:00,476,5.2,456,49
20241121-1200,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 11M)",1 portal active (1 hosts),168,3,3,9,670,21-11-2024,12:00:00,21-11-2024 12:00,381,72,431,159
20241121-1800,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 11M)",1 portal active (1 hosts),168,5,3,9,668,21-11-2024,18:00:00,21-11-2024 18:00,372,41,374,409
20241122-0000,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 11M)",1 portal active (1 hosts),168,4,3,9,669,22-11-2024,00:00:00,22-11-2024 00:00,464,53,535,446
20241122-0600,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 11M)",1 portal active (1 hosts),168,9,3,9,664,22-11-2024,06:00:00,22-11-2024 06:00,347,3,370,398
20241122-1200,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 11M)",1 portal active (1 hosts),168,7,3,9,666,22-11-2024,12:00:00,22-11-2024 12:00,2.4,68,280,419
20241122-1800,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 11M)",1 portal active (1 hosts),168,8,3,9,665,22-11-2024,18:00:00,22-11-2024 18:00,248,106,106,619
20241123-0000,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 11M)",1 portal active (1 hosts),168,2,3,9,671,23-11-2024,00:00:00,23-11-2024 00:00,67,94,80,459
20241123-0600,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 11M)",1 portal active (1 hosts),168,6,3,9,667,23-11-2024,06:00:00,23-11-2024 06:00,13,15,13,232
20241123-1200,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 11M)",1 portal active (1 hosts),168,9,3,9,664,23-11-2024,12:00:00,23-11-2024 12:00,5,4.1,5,397
20241123-1800,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 11M)",1 portal active (1 hosts),168,9,3,9,664,23-11-2024,18:00:00,23-11-2024 18:00,1.3,3.3,36,430
20241124-0000,HEALTH_WARN,"112 osds: 112 up (since 8M), 112 in (since 11M)",1 portal active (1 hosts),168,8,3,9,665,24-11-2024,00:00:00,24-11-2024 00:00,21,3.5,6,368
