timestamp,health,osds,active,disk_usage(TiB),scrubbing,mons,runningtime,active_clean,date,time,date_time,rd_bw(KiB/s),wr_bw(KiB/s),rd_ops(op/s),wr_ops(op/s)
20240408-0600,HEALTH_WARN,"112 osds: 112 up (since 5w), 112 in (since 3M)",2 portals active (2 hosts),128,2,3,6,671,08-04-2024,06:00:00,08-04-2024 06:00,110,3,13,50
20240408-1200,HEALTH_WARN,"112 osds: 112 up (since 5w), 112 in (since 3M)",2 portals active (2 hosts),128,1,3,6,672,08-04-2024,12:00:00,08-04-2024 12:00,707,9.8,51,153
20240408-1800,HEALTH_WARN,"112 osds: 112 up (since 5w), 112 in (since 3M)",2 portals active (2 hosts),128,1,3,6,672,08-04-2024,18:00:00,08-04-2024 18:00,6.5,1.8,5,33
20240409-0000,HEALTH_WARN,"112 osds: 112 up (since 5w), 112 in (since 3M)",2 portals active (2 hosts),128,9,3,6,664,09-04-2024,00:00:00,09-04-2024 00:00,11,2.4,5,80
20240409-0600,HEALTH_WARN,"112 osds: 112 up (since 5w), 112 in (since 3M)",2 portals active (2 hosts),128,8,3,6,665,09-04-2024,06:00:00,09-04-2024 06:00,2.5,460,4,40
20240409-1200,HEALTH_WARN,"112 osds: 112 up (since 5w), 112 in (since 3M)",2 portals active (2 hosts),128,4,3,6,669,09-04-2024,12:00:00,09-04-2024 12:00,2.5,58,4,176
20240409-1800,HEALTH_WARN,"112 osds: 112 up (since 5w), 112 in (since 3M)",2 portals active (2 hosts),128,6,3,6,667,09-04-2024,18:00:00,09-04-2024 18:00,21,9.2,18,147
20240410-0000,HEALTH_WARN,"112 osds: 112 up (since 5w), 112 in (since 3M)",2 portals active (2 hosts),128,4,3,6,669,10-04-2024,00:00:00,10-04-2024 00:00,1.7,1,3,91
20240410-0600,HEALTH_WARN,"112 osds: 112 up (since 5w), 112 in (since 3M)",2 portals active (2 hosts),128,1,3,6,672,10-04-2024,06:00:00,10-04-2024 06:00,1.7,475,3,39
20240410-1200,HEALTH_WARN,"112 osds: 112 up (since 5w), 112 in (since 3M)",2 portals active (2 hosts),128,7,3,6,666,10-04-2024,12:00:00,10-04-2024 12:00,1.9,3.9,82,50
20240410-1800,HEALTH_WARN,"112 osds: 112 up (since 5w), 112 in (since 3M)",2 portals active (2 hosts),128,9,3,6,664,10-04-2024,18:00:00,10-04-2024 18:00,3.3,2.1,4,114
20240411-0000,HEALTH_WARN,"112 osds: 112 up (since 5w), 112 in (since 3M)",2 portals active (2 hosts),128,5,3,6,668,11-04-2024,00:00:00,11-04-2024 00:00,1.7,753,3,45
20240411-0600,HEALTH_WARN,"112 osds: 112 up (since 5w), 112 in (since 3M)",2 portals active (2 hosts),128,11,3,6,662,11-04-2024,06:00:00,11-04-2024 06:00,1.7,24,3,100
20240411-1200,HEALTH_WARN,"112 osds: 112 up (since 5w), 112 in (since 3M)",2 portals active (2 hosts),128,4,3,6,669,11-04-2024,12:00:00,11-04-2024 12:00,86,970,8,109
20240411-1800,HEALTH_WARN,"112 osds: 112 up (since 6w), 112 in (since 3M)",2 portals active (2 hosts),128,8,3,6,665,11-04-2024,18:00:00,11-04-2024 18:00,2.2,686,4,70
20240412-0000,HEALTH_WARN,"112 osds: 112 up (since 6w), 112 in (since 3M)",2 portals active (2 hosts),128,4,3,6,669,12-04-2024,00:00:00,12-04-2024 00:00,2.5,1,4,52
20240412-0600,HEALTH_WARN,"112 osds: 112 up (since 6w), 112 in (since 3M)",2 portals active (2 hosts),129,9,3,6,664,12-04-2024,06:00:00,12-04-2024 06:00,9.6,53,13,91
20240412-1200,HEALTH_WARN,"112 osds: 112 up (since 6w), 112 in (since 3M)",2 portals active (2 hosts),129,4,3,7,669,12-04-2024,12:00:00,12-04-2024 12:00,44,806,8,43
20240412-1800,HEALTH_WARN,"112 osds: 112 up (since 6w), 112 in (since 3M)",2 portals active (2 hosts),129,4,3,7,669,12-04-2024,18:00:00,12-04-2024 18:00,9.8,69,13,73
20240413-0000,HEALTH_WARN,"112 osds: 112 up (since 6w), 112 in (since 3M)",2 portals active (2 hosts),129,7,3,7,666,13-04-2024,00:00:00,13-04-2024 00:00,10,572,6,35
20240413-0600,HEALTH_WARN,"112 osds: 112 up (since 6w), 112 in (since 3M)",2 portals active (2 hosts),129,4,3,7,669,13-04-2024,06:00:00,13-04-2024 06:00,6.2,68,10,76
20240413-1200,HEALTH_WARN,"112 osds: 112 up (since 6w), 112 in (since 3M)",2 portals active (2 hosts),129,3,3,7,670,13-04-2024,12:00:00,13-04-2024 12:00,3.8,461,6,37
20240413-1800,HEALTH_WARN,"112 osds: 112 up (since 6w), 112 in (since 3M)",2 portals active (2 hosts),129,5,3,7,668,13-04-2024,18:00:00,13-04-2024 18:00,66,30,77,75
20240414-0000,HEALTH_WARN,"112 osds: 112 up (since 6w), 112 in (since 3M)",2 portals active (2 hosts),129,4,3,7,669,14-04-2024,00:00:00,14-04-2024 00:00,263,2.1,285,75
20240414-0600,HEALTH_WARN,"112 osds: 112 up (since 6w), 112 in (since 3M)",2 portals active (2 hosts),129,3,3,7,670,14-04-2024,06:00:00,14-04-2024 06:00,148,434,162,32
20240414-1200,HEALTH_WARN,"112 osds: 112 up (since 6w), 112 in (since 3M)",2 portals active (2 hosts),129,9,3,7,664,14-04-2024,12:00:00,14-04-2024 12:00,318,47,367,56
20240414-1800,HEALTH_WARN,"112 osds: 112 up (since 6w), 112 in (since 3M)",2 portals active (2 hosts),129,9,3,7,664,14-04-2024,18:00:00,14-04-2024 18:00,371,491,430,39
20240415-0000,HEALTH_WARN,"112 osds: 112 up (since 6w), 112 in (since 3M)",2 portals active (2 hosts),129,6,3,7,667,15-04-2024,00:00:00,15-04-2024 00:00,389,2.1,448,79
20240415-0600,HEALTH_WARN,"112 osds: 112 up (since 6w), 112 in (since 3M)",2 portals active (2 hosts),129,2,3,7,671,15-04-2024,06:00:00,15-04-2024 06:00,341,478,394,37
20240415-1200,HEALTH_WARN,"112 osds: 112 up (since 6w), 112 in (since 3M)",2 portals active (2 hosts),129,4,3,7,669,15-04-2024,12:00:00,15-04-2024 12:00,412,7.8,475,42
20240415-1800,HEALTH_WARN,"112 osds: 112 up (since 6w), 112 in (since 3M)",2 portals active (2 hosts),129,7,3,7,666,15-04-2024,18:00:00,15-04-2024 18:00,414,1.3,475,66
20240416-0000,HEALTH_WARN,"112 osds: 112 up (since 6w), 112 in (since 3M)",2 portals active (2 hosts),129,3,3,7,670,16-04-2024,00:00:00,16-04-2024 00:00,421,70,476,144
20240416-0600,HEALTH_WARN,"112 osds: 112 up (since 6w), 112 in (since 3M)",2 portals active (2 hosts),129,2,3,7,671,16-04-2024,06:00:00,16-04-2024 06:00,418,2.7,475,49
20240416-1200,HEALTH_WARN,"112 osds: 112 up (since 6w), 112 in (since 3M)",2 portals active (2 hosts),129,0,3,7,673,16-04-2024,12:00:00,16-04-2024 12:00,413,3.5,475,80
20240416-1800,HEALTH_WARN,"112 osds: 112 up (since 6w), 112 in (since 3M)",2 portals active (2 hosts),129,3,3,7,670,16-04-2024,18:00:00,16-04-2024 18:00,413,1.1,475,69
20240417-0000,HEALTH_WARN,"112 osds: 112 up (since 6w), 112 in (since 3M)",2 portals active (2 hosts),129,5,3,7,668,17-04-2024,00:00:00,17-04-2024 00:00,413,797,475,59
20240417-0600,HEALTH_WARN,"112 osds: 112 up (since 6w), 112 in (since 3M)",2 portals active (2 hosts),129,8,3,7,665,17-04-2024,06:00:00,17-04-2024 06:00,412,2.3,475,56
20240417-1200,HEALTH_WARN,"112 osds: 112 up (since 6w), 112 in (since 3M)",2 portals active (2 hosts),129,6,3,7,667,17-04-2024,12:00:00,17-04-2024 12:00,339,1.2,388,44
20240417-1800,HEALTH_WARN,"112 osds: 112 up (since 6w), 112 in (since 3M)",2 portals active (2 hosts),129,6,3,7,667,17-04-2024,18:00:00,17-04-2024 18:00,416,22,472,42
20240418-0000,HEALTH_WARN,"112 osds: 112 up (since 6w), 112 in (since 3M)",2 portals active (2 hosts),129,5,3,7,668,18-04-2024,00:00:00,18-04-2024 00:00,473,7.8,544,62
20240418-0600,HEALTH_WARN,"112 osds: 112 up (since 6w), 112 in (since 3M)",2 portals active (2 hosts),129,2,3,7,671,18-04-2024,06:00:00,18-04-2024 06:00,339,8.5,387,39
20240418-1200,HEALTH_WARN,"112 osds: 112 up (since 6w), 112 in (since 3M)",2 portals active (2 hosts),129,4,3,7,669,18-04-2024,12:00:00,18-04-2024 12:00,206,1.5,234,44
20240418-1800,HEALTH_WARN,"112 osds: 112 up (since 7w), 112 in (since 4M)",2 portals active (2 hosts),129,1,3,7,672,18-04-2024,18:00:00,18-04-2024 18:00,234,16,266,45
20240419-0000,HEALTH_WARN,"112 osds: 112 up (since 7w), 112 in (since 4M)",2 portals active (2 hosts),129,5,3,7,668,19-04-2024,00:00:00,19-04-2024 00:00,189,68,213,93
20240419-0600,HEALTH_WARN,"112 osds: 112 up (since 7w), 112 in (since 4M)",2 portals active (2 hosts),129,6,3,7,667,19-04-2024,06:00:00,19-04-2024 06:00,19,27,297,64
20240419-1200,HEALTH_WARN,"112 osds: 112 up (since 7w), 112 in (since 4M)",2 portals active (2 hosts),129,5,3,8,668,19-04-2024,12:00:00,19-04-2024 12:00,342,9.4,392,58
20240419-1800,HEALTH_WARN,"112 osds: 112 up (since 7w), 112 in (since 4M)",2 portals active (2 hosts),129,2,3,8,671,19-04-2024,18:00:00,19-04-2024 18:00,265,74,304,93
20240420-0000,HEALTH_WARN,"112 osds: 112 up (since 7w), 112 in (since 4M)",2 portals active (2 hosts),129,4,3,8,669,20-04-2024,00:00:00,20-04-2024 00:00,304,15,349,81
20240420-0600,HEALTH_WARN,"112 osds: 112 up (since 7w), 112 in (since 4M)",2 portals active (2 hosts),129,5,3,8,668,20-04-2024,06:00:00,20-04-2024 06:00,251,12,293,43
20240420-1200,HEALTH_WARN,"112 osds: 112 up (since 7w), 112 in (since 4M)",2 portals active (2 hosts),129,5,3,8,668,20-04-2024,12:00:00,20-04-2024 12:00,396,18,463,50
20240420-1800,HEALTH_WARN,"112 osds: 112 up (since 7w), 112 in (since 4M)",2 portals active (2 hosts),129,8,3,8,665,20-04-2024,18:00:00,20-04-2024 18:00,361,9.2,415,43
20240421-0000,HEALTH_WARN,"112 osds: 112 up (since 7w), 112 in (since 4M)",2 portals active (2 hosts),129,7,3,8,666,21-04-2024,00:00:00,21-04-2024 00:00,405,19,467,67
20240421-0600,HEALTH_WARN,"112 osds: 112 up (since 7w), 112 in (since 4M)",2 portals active (2 hosts),129,4,3,8,669,21-04-2024,06:00:00,21-04-2024 06:00,412,11,475,65
20240421-1200,HEALTH_WARN,"112 osds: 112 up (since 7w), 112 in (since 4M)",2 portals active (2 hosts),129,6,3,8,667,21-04-2024,12:00:00,21-04-2024 12:00,412,13,476,42
20240421-1800,HEALTH_WARN,"112 osds: 112 up (since 7w), 112 in (since 4M)",2 portals active (2 hosts),129,8,3,8,665,21-04-2024,18:00:00,21-04-2024 18:00,494,72,569,62
20240422-0000,HEALTH_WARN,"112 osds: 112 up (since 7w), 112 in (since 4M)",2 portals active (2 hosts),129,3,3,8,670,22-04-2024,00:00:00,22-04-2024 00:00,409,15,470,48
20240422-0600,HEALTH_WARN,"112 osds: 112 up (since 7w), 112 in (since 4M)",2 portals active (2 hosts),129,4,3,8,669,22-04-2024,06:00:00,22-04-2024 06:00,411,19,474,51
20240422-1200,HEALTH_WARN,"112 osds: 112 up (since 7w), 112 in (since 4M)",2 portals active (2 hosts),129,4,3,8,669,22-04-2024,12:00:00,22-04-2024 12:00,407,24,470,74
20240422-1800,HEALTH_WARN,"112 osds: 112 up (since 7w), 112 in (since 4M)",2 portals active (2 hosts),129,5,3,8,668,22-04-2024,18:00:00,22-04-2024 18:00,386,19,441,58
20240423-0000,HEALTH_WARN,"112 osds: 112 up (since 7w), 112 in (since 4M)",2 portals active (2 hosts),129,1,3,8,672,23-04-2024,00:00:00,23-04-2024 00:00,406,13,467,55
20240423-0600,HEALTH_WARN,"112 osds: 112 up (since 7w), 112 in (since 4M)",2 portals active (2 hosts),129,3,3,8,670,23-04-2024,06:00:00,23-04-2024 06:00,366,12,422,32
20240423-1200,HEALTH_WARN,"112 osds: 112 up (since 7w), 112 in (since 4M)",2 portals active (2 hosts),129,3,3,8,670,23-04-2024,12:00:00,23-04-2024 12:00,216,25,244,55
20240423-1800,HEALTH_WARN,"112 osds: 112 up (since 7w), 112 in (since 4M)",2 portals active (2 hosts),129,6,3,8,667,23-04-2024,18:00:00,23-04-2024 18:00,208,9.4,233,38
20240424-0000,HEALTH_WARN,"112 osds: 112 up (since 7w), 112 in (since 4M)",2 portals active (2 hosts),129,3,3,8,670,24-04-2024,00:00:00,24-04-2024 00:00,186,7.7,207,46
20240424-0600,HEALTH_WARN,"112 osds: 112 up (since 7w), 112 in (since 4M)",2 portals active (2 hosts),129,3,3,8,670,24-04-2024,06:00:00,24-04-2024 06:00,38,6.5,44,37
20240424-1200,HEALTH_WARN,"112 osds: 112 up (since 7w), 112 in (since 4M)",2 portals active (2 hosts),129,4,3,8,669,24-04-2024,12:00:00,24-04-2024 12:00,15,64,17,82
20240424-1800,HEALTH_WARN,"112 osds: 112 up (since 7w), 112 in (since 4M)",2 portals active (2 hosts),129,1,3,8,672,24-04-2024,18:00:00,24-04-2024 18:00,218,841,243,76
20240425-0000,HEALTH_WARN,"112 osds: 112 up (since 7w), 112 in (since 4M)",2 portals active (2 hosts),129,3,3,8,670,25-04-2024,00:00:00,25-04-2024 00:00,11,39,14,103
20240425-0600,HEALTH_WARN,"112 osds: 112 up (since 7w), 112 in (since 4M)",2 portals active (2 hosts),129,4,3,8,669,25-04-2024,06:00:00,25-04-2024 06:00,1.7,737,3,67
20240425-1200,HEALTH_WARN,"112 osds: 112 up (since 7w), 112 in (since 4M)",2 portals active (2 hosts),129,4,3,8,669,25-04-2024,12:00:00,25-04-2024 12:00,3.2,65,4,102
20240425-1800,HEALTH_WARN,"112 osds: 112 up (since 8w), 112 in (since 4M)",2 portals active (2 hosts),130,6,3,8,667,25-04-2024,18:00:00,25-04-2024 18:00,82,35,63,118
20240426-0000,HEALTH_WARN,"112 osds: 112 up (since 8w), 112 in (since 4M)",2 portals active (2 hosts),130,5,3,8,668,26-04-2024,00:00:00,26-04-2024 00:00,2.3,950,3,58
20240426-0600,HEALTH_WARN,"112 osds: 112 up (since 8w), 112 in (since 4M)",2 portals active (2 hosts),130,2,3,8,671,26-04-2024,06:00:00,26-04-2024 06:00,1.7,509,2,33
20240426-1200,HEALTH_WARN,"112 osds: 112 up (since 8w), 112 in (since 4M)",2 portals active (2 hosts),130,2,3,9,671,26-04-2024,12:00:00,26-04-2024 12:00,1.7,3.3,2,44
20240426-1800,HEALTH_WARN,"112 osds: 112 up (since 8w), 112 in (since 4M)",2 portals active (2 hosts),130,5,3,9,668,26-04-2024,18:00:00,26-04-2024 18:00,5.2,806,5,57
20240427-0000,HEALTH_WARN,"112 osds: 112 up (since 8w), 112 in (since 4M)",2 portals active (2 hosts),130,4,3,9,669,27-04-2024,00:00:00,27-04-2024 00:00,13,1.3,4,43
20240427-0600,HEALTH_WARN,"112 osds: 112 up (since 8w), 112 in (since 4M)",2 portals active (2 hosts),130,5,3,9,668,27-04-2024,06:00:00,27-04-2024 06:00,2.7,853,4,80
20240427-1200,HEALTH_WARN,"112 osds: 112 up (since 8w), 112 in (since 4M)",2 portals active (2 hosts),130,3,3,9,670,27-04-2024,12:00:00,27-04-2024 12:00,1.8,683,3,56
20240427-1800,HEALTH_WARN,"112 osds: 112 up (since 8w), 112 in (since 4M)",2 portals active (2 hosts),130,3,3,9,670,27-04-2024,18:00:00,27-04-2024 18:00,1.7,1.9,4,66
20240428-0000,HEALTH_WARN,"112 osds: 112 up (since 8w), 112 in (since 4M)",2 portals active (2 hosts),130,7,3,9,666,28-04-2024,00:00:00,28-04-2024 00:00,7.6,1.6,5,63
20240428-0600,HEALTH_WARN,"112 osds: 112 up (since 8w), 112 in (since 4M)",2 portals active (2 hosts),130,2,3,9,671,28-04-2024,06:00:00,28-04-2024 06:00,2.5,701,4,62
20240428-1200,HEALTH_WARN,"112 osds: 112 up (since 8w), 112 in (since 4M)",2 portals active (2 hosts),130,5,3,9,668,28-04-2024,12:00:00,28-04-2024 12:00,1.7,52,3,85
20240428-1800,HEALTH_WARN,"112 osds: 112 up (since 8w), 112 in (since 4M)",2 portals active (2 hosts),130,7,3,9,666,28-04-2024,18:00:00,28-04-2024 18:00,1.7,1,3,111
20240429-0000,HEALTH_WARN,"112 osds: 112 up (since 8w), 112 in (since 4M)",2 portals active (2 hosts),130,7,3,9,666,29-04-2024,00:00:00,29-04-2024 00:00,4.4,1.6,3,178
20240429-0600,HEALTH_WARN,"112 osds: 112 up (since 8w), 112 in (since 4M)",2 portals active (2 hosts),130,4,3,9,669,29-04-2024,06:00:00,29-04-2024 06:00,1.7,23,2,51
20240429-1200,HEALTH_WARN,"112 osds: 112 up (since 8w), 112 in (since 4M)",2 portals active (2 hosts),130,5,3,9,668,29-04-2024,12:00:00,29-04-2024 12:00,4.2,1.6,3,175
20240429-1800,HEALTH_WARN,"112 osds: 112 up (since 8w), 112 in (since 4M)",2 portals active (2 hosts),130,5,3,9,668,29-04-2024,18:00:00,29-04-2024 18:00,17,7.2,14,42
20240430-0000,HEALTH_WARN,"112 osds: 112 up (since 8w), 112 in (since 4M)",2 portals active (2 hosts),130,4,3,9,669,30-04-2024,00:00:00,30-04-2024 00:00,18,66,4,81
20240430-0600,HEALTH_WARN,"112 osds: 112 up (since 8w), 112 in (since 4M)",2 portals active (2 hosts),130,7,3,9,666,30-04-2024,06:00:00,30-04-2024 06:00,3,509,2,30
20240430-1200,HEALTH_WARN,"112 osds: 112 up (since 8w), 112 in (since 4M)",2 portals active (2 hosts),130,2,3,9,671,30-04-2024,12:00:00,30-04-2024 12:00,2.3,827,3,58
20240430-1800,HEALTH_WARN,"112 osds: 112 up (since 8w), 112 in (since 4M)",2 portals active (2 hosts),130,4,3,9,669,30-04-2024,18:00:00,30-04-2024 18:00,3.2,3.6,3,73
20240501-0000,HEALTH_WARN,"112 osds: 112 up (since 8w), 112 in (since 4M)",2 portals active (2 hosts),130,6,3,9,667,01-05-2024,00:00:00,01-05-2024 00:00,1.7,1.8,2,59
20240501-0600,HEALTH_WARN,"112 osds: 112 up (since 8w), 112 in (since 4M)",2 portals active (2 hosts),130,4,3,9,669,01-05-2024,06:00:00,01-05-2024 06:00,3.5,1.2,4,127
20240501-1200,HEALTH_WARN,"112 osds: 112 up (since 8w), 112 in (since 4M)",2 portals active (2 hosts),130,6,3,9,667,01-05-2024,12:00:00,01-05-2024 12:00,3.7,2.7,3,157
20240501-1800,HEALTH_WARN,"112 osds: 112 up (since 8w), 112 in (since 4M)",2 portals active (2 hosts),130,3,3,9,670,01-05-2024,18:00:00,01-05-2024 18:00,2.3,54,3,88
20240502-0000,HEALTH_WARN,"112 osds: 112 up (since 8w), 112 in (since 4M)",2 portals active (2 hosts),130,6,3,9,667,02-05-2024,00:00:00,02-05-2024 00:00,6.6,935,7,43
20240502-0600,HEALTH_WARN,"112 osds: 112 up (since 8w), 112 in (since 4M)",2 portals active (2 hosts),130,3,3,9,670,02-05-2024,06:00:00,02-05-2024 06:00,1.7,517,2,25
20240502-1200,HEALTH_WARN,"112 osds: 112 up (since 8w), 112 in (since 4M)",2 portals active (2 hosts),130,5,3,9,668,02-05-2024,12:00:00,02-05-2024 12:00,3.2,1.2,4,158
20240502-1800,HEALTH_WARN,"112 osds: 112 up (since 9w), 112 in (since 4M)",2 portals active (2 hosts),130,1,3,9,672,02-05-2024,18:00:00,02-05-2024 18:00,1.7,1.3,2,108
20240503-0000,HEALTH_WARN,"112 osds: 112 up (since 9w), 112 in (since 4M)",2 portals active (2 hosts),130,5,3,9,668,03-05-2024,00:00:00,03-05-2024 00:00,2.3,1.9,3,59
20240503-0600,HEALTH_WARN,"112 osds: 112 up (since 9w), 112 in (since 4M)",2 portals active (2 hosts),131,6,3,9,667,03-05-2024,06:00:00,03-05-2024 06:00,2.2,759,3,89
20240503-1200,HEALTH_WARN,"112 osds: 112 up (since 9w), 112 in (since 4M)",2 portals active (2 hosts),131,3,3,10,670,03-05-2024,12:00:00,03-05-2024 12:00,6.7,1.1,6,144
20240503-1800,HEALTH_WARN,"112 osds: 112 up (since 9w), 112 in (since 4M)",2 portals active (2 hosts),131,1,3,10,672,03-05-2024,18:00:00,03-05-2024 18:00,10,58,3,122
20240504-0000,HEALTH_WARN,"112 osds: 112 up (since 9w), 112 in (since 4M)",2 portals active (2 hosts),131,5,3,10,668,04-05-2024,00:00:00,04-05-2024 00:00,549,581,97,31
20240504-0600,HEALTH_WARN,"112 osds: 112 up (since 9w), 112 in (since 4M)",2 portals active (2 hosts),131,2,3,10,671,04-05-2024,06:00:00,04-05-2024 06:00,696,728,50,55
20240504-1200,HEALTH_WARN,"112 osds: 112 up (since 9w), 112 in (since 4M)",2 portals active (2 hosts),131,8,3,10,665,04-05-2024,12:00:00,04-05-2024 12:00,204,9.9,148,113
20240504-1800,HEALTH_WARN,"112 osds: 112 up (since 9w), 112 in (since 4M)",2 portals active (2 hosts),131,2,3,10,671,04-05-2024,18:00:00,04-05-2024 18:00,183,475,213,27
20240505-0000,HEALTH_WARN,"112 osds: 112 up (since 9w), 112 in (since 4M)",2 portals active (2 hosts),131,4,3,10,669,05-05-2024,00:00:00,05-05-2024 00:00,181,1.4,213,67
20240505-0600,HEALTH_WARN,"112 osds: 112 up (since 9w), 112 in (since 4M)",2 portals active (2 hosts),131,2,3,10,671,05-05-2024,06:00:00,05-05-2024 06:00,322,66,360,100
20240505-1200,HEALTH_WARN,"112 osds: 112 up (since 9w), 112 in (since 4M)",2 portals active (2 hosts),131,6,3,10,667,05-05-2024,12:00:00,05-05-2024 12:00,314,880,365,92
20240505-1800,HEALTH_WARN,"112 osds: 112 up (since 9w), 112 in (since 4M)",2 portals active (2 hosts),131,10,3,10,663,05-05-2024,18:00:00,05-05-2024 18:00,399,631,457,68
20240506-0000,HEALTH_WARN,"112 osds: 112 up (since 9w), 112 in (since 4M)",2 portals active (2 hosts),131,5,3,10,668,06-05-2024,00:00:00,06-05-2024 00:00,505,637,532,124
20240506-0600,HEALTH_WARN,"112 osds: 112 up (since 9w), 112 in (since 4M)",2 portals active (2 hosts),131,4,3,10,669,06-05-2024,06:00:00,06-05-2024 06:00,410,716,472,82
20240506-1200,HEALTH_WARN,"112 osds: 112 up (since 9w), 112 in (since 4M)",2 portals active (2 hosts),131,8,3,10,665,06-05-2024,12:00:00,06-05-2024 12:00,412,4.4,473,160
20240506-1800,HEALTH_WARN,"112 osds: 112 up (since 9w), 112 in (since 4M)",2 portals active (2 hosts),131,7,3,10,666,06-05-2024,18:00:00,06-05-2024 18:00,419,5.1,473,144
20240507-0000,HEALTH_WARN,"112 osds: 112 up (since 9w), 112 in (since 4M)",2 portals active (2 hosts),131,8,3,10,665,07-05-2024,00:00:00,07-05-2024 00:00,413,845,473,65
20240507-0600,HEALTH_WARN,"112 osds: 112 up (since 9w), 112 in (since 4M)",2 portals active (2 hosts),131,7,3,10,666,07-05-2024,06:00:00,07-05-2024 06:00,398,670,457,51
20240507-1200,HEALTH_WARN,"112 osds: 112 up (since 9w), 112 in (since 4M)",2 portals active (2 hosts),131,7,3,10,666,07-05-2024,12:00:00,07-05-2024 12:00,410,1.6,473,64
20240507-1800,HEALTH_WARN,"112 osds: 112 up (since 9w), 112 in (since 4M)",2 portals active (2 hosts),131,3,3,10,670,07-05-2024,18:00:00,07-05-2024 18:00,415,960,479,77
20240508-0000,HEALTH_WARN,"112 osds: 112 up (since 9w), 112 in (since 4M)",2 portals active (2 hosts),131,4,3,10,669,08-05-2024,00:00:00,08-05-2024 00:00,392,891,454,76
20240508-0600,HEALTH_WARN,"112 osds: 112 up (since 9w), 112 in (since 4M)",2 portals active (2 hosts),131,11,3,10,662,08-05-2024,06:00:00,08-05-2024 06:00,326,865,376,86
20240508-1200,HEALTH_WARN,"112 osds: 112 up (since 9w), 112 in (since 4M)",2 portals active (2 hosts),131,5,3,10,668,08-05-2024,12:00:00,08-05-2024 12:00,366,42,417,136
20240508-1800,HEALTH_WARN,"112 osds: 112 up (since 9w), 112 in (since 4M)",2 portals active (2 hosts),131,0,3,10,673,08-05-2024,18:00:00,08-05-2024 18:00,276,793,322,82
20240509-0000,HEALTH_WARN,"112 osds: 112 up (since 9w), 112 in (since 4M)",2 portals active (2 hosts),131,7,3,10,666,09-05-2024,00:00:00,09-05-2024 00:00,376,879,363,76
20240509-0600,HEALTH_WARN,"112 osds: 112 up (since 9w), 112 in (since 4M)",2 portals active (2 hosts),131,6,3,10,667,09-05-2024,06:00:00,09-05-2024 06:00,188,571,211,33
20240509-1200,HEALTH_WARN,"112 osds: 112 up (since 9w), 112 in (since 4M)",2 portals active (2 hosts),131,0,3,10,673,09-05-2024,12:00:00,09-05-2024 12:00,210,1.5,235,56
20240509-1800,HEALTH_WARN,"112 osds: 112 up (since 10w), 112 in (since 4M)",2 portals active (2 hosts),131,6,3,10,667,09-05-2024,18:00:00,09-05-2024 18:00,263,53,295,82
20240510-0000,HEALTH_WARN,"112 osds: 112 up (since 10w), 112 in (since 4M)",2 portals active (2 hosts),132,5,3,10,668,10-05-2024,00:00:00,10-05-2024 00:00,254,740,284,69
20240510-0600,HEALTH_WARN,"112 osds: 112 up (since 10w), 112 in (since 4M)",2 portals active (2 hosts),132,7,3,10,666,10-05-2024,06:00:00,10-05-2024 06:00,327,482,374,45
20240510-1200,HEALTH_WARN,"112 osds: 112 up (since 10w), 112 in (since 4M)",2 portals active (2 hosts),132,11,3,11,662,10-05-2024,12:00:00,10-05-2024 12:00,345,1.7,389,63
20240510-1800,HEALTH_WARN,"112 osds: 112 up (since 10w), 112 in (since 4M)",2 portals active (2 hosts),132,11,3,11,662,10-05-2024,18:00:00,10-05-2024 18:00,383,1.9,440,99
